"x1","x2","y"
-0.436573075130582,0.319944756105542,0
0.497395111247897,-0.549269471783191,1
-0.335162521805614,-0.607743594795465,1
0.213992451317608,0.614163529593498,0
0.891405111178756,-0.111757339909673,1
-0.465618174523115,0.509387814439833,1
-0.189243994653225,0.836447099223733,1
-0.138063015416265,0.884122382383794,1
0.923148445319384,0.608791784383357,1
0.659326958004385,0.337890123948455,1
-0.831628615502268,-0.0960513618774712,1
0.667005358729511,0.601236879825592,1
0.473507130052894,0.513322139624506,1
-0.697350759524852,0.769505836069584,1
-0.307343075517565,0.529108121059835,0
0.741858213208616,0.66360317543149,1
0.245586523786187,-0.45799216767773,0
0.515369641128927,-0.484091924037784,0
-0.0203492720611393,-0.334304311312735,0
-0.199829214718193,-0.54414384951815,0
-0.307934403419495,0.859405959025025,1
0.557177586946636,-0.596543047577143,1
-0.196652568876743,-0.49980878457427,0
-0.316808083560318,-0.151614233385772,0
-0.513199048116803,0.423128850758076,0
0.359157948754728,-0.72127121174708,1
-0.464673500973731,-0.369375058915466,0
-0.890894801355898,0.635185141582042,1
0.162285550497472,-0.623504338786006,0
0.189261267893016,0.463152590207756,0
-0.882712731603533,-0.280364259146154,1
-0.0591476713307202,-0.541229655966163,0
0.856838560663164,-0.86392437107861,1
-0.624069566372782,0.895268462132663,1
-0.209258272312582,-0.439781465101987,0
-0.0124868145212531,-0.167661907617003,0
0.569105116650462,-0.25908417487517,0
-0.741373701952398,0.896146383602172,1
-0.949734462890774,-0.756337793078274,1
-0.339635735377669,-0.993725438136607,1
0.672545277513564,-0.775042174383998,1
0.553791929967701,-0.310283632483333,0
0.937711506150663,0.991651823278517,1
0.163217337802052,0.892134738620371,1
-0.924849397037178,0.306714616715908,1
-0.847535607405007,-0.00636507291346788,1
0.926388120744377,-0.877944859676063,1
-0.521611804142594,-0.671727969311178,1
-0.16483811987564,0.177677999250591,0
-0.201607605442405,-0.664038106333464,1
0.65741437394172,-0.29066997859627,0
-0.366358341649175,0.0154247363097966,0
0.00347381550818682,0.428851296659559,0
0.669812102336437,-0.794371341820806,1
0.430789246689528,0.530915043316782,1
-0.355038514360785,0.611063970252872,0
0.746963534038514,0.51833978574723,1
0.636399315670133,0.407697062008083,1
0.32422851305455,0.356509992852807,0
0.241306406445801,0.560200139414519,0
0.165664660744369,-0.970831042155623,1
-0.646445890888572,-0.275273944251239,0
0.888038055039942,0.588854189030826,1
-0.785366651136428,0.681720106862485,1
0.275556878186762,-0.539353194180876,0
0.247143442742527,0.176765184383839,0
0.338820938952267,-0.951029877644032,1
-0.19584590382874,0.398911322001368,0
-0.329443720169365,0.272589682601392,0
-0.214783923234791,0.0290387067943811,0
0.946607334073633,0.861049267463386,1
-0.556099676061422,-0.0694078230299056,0
0.169265227392316,-0.581457384862006,0
-0.500758660025895,0.473877119831741,0
0.82377440482378,0.435620752628893,1
0.171250349842012,-0.953487359918654,1
0.946384884882718,0.187928149942309,1
-0.521908310241997,0.00128859328106046,0
0.0544389500282705,0.593616114463657,0
0.919593055266887,0.523665362037718,1
