"x1","x2","y"
-0.436705234390898,3.17145111841375,-1
3.4781571019411,-0.515469924950076,1
5.10489715161073,1.22781483941652,1
4.89597813028161,0.953205539168802,1
3.99745183702611,1.04950200051175,1
-0.578355668207738,5.44553527447496,-1
2.53545398820988,1.24290214676933,1
3.84178305192579,0.65759442511453,1
4.26245556090278,2.55190891909802,1
2.26491540435473,4.18082839977478,-1
1.55058664738195,2.59516414901531,-1
3.85505656342791,-0.0832889435221802,1
3.95665192220759,0.289567144883148,1
3.62252798051658,0.655660631843344,1
5.00430025311976,1.99038935325167,1
4.06895856761356,0.236679016338469,1
1.78638311581056,3.47088290045597,-1
4.07191523768636,1.40951745463007,1
3.39026819534279,1.10164277385759,1
3.75764913674703,0.955240678477869,1
-0.425792994616635,4.0016424753791,-1
4.17554998414329,1.73353454945578,1
1.4600007582066,3.23298832660412,-1
3.60803638398427,1.6265430051808,1
4.1113874563606,0.886886431400905,1
1.45307815008244,5.26181335199617,-1
0.702507856054059,4.98270336996604,-1
1.91893206349352,4.80716022204372,-1
0.616631232907348,6.06431463561684,-1
4.60137500278582,2.27242747904769,1
3.82144768505253,0.907863679211563,1
0.970287138298696,4.74956257080231,-1
4.0267585012432,1.09845022415654,1
3.60448720351594,-0.230935354653814,1
4.23161988020672,2.11408975902479,1
4.48700391812203,1.23200752323677,1
0.745903454901268,5.64152540256425,-1
3.6393781390029,1.10380344965835,1
3.21638485631882,2.40346999244219,-1
5.09010794413062,1.63715079978002,1
4.24635303881098,0.0939692064186397,1
3.69050402875778,0.180024025741162,1
3.6489386829489,1.97183960112352,1
4.3172704313001,1.122239974938,1
3.32137399319983,1.55779217133989,1
4.3370990018432,2.08086663550886,1
3.04233935540768,-0.0743861863555049,1
3.44567556057527,1.14016977811525,1
2.74412165827663,0.245563608472029,1
6.02600522754567,2.12174302247158,1
3.19784704688297,0.667316341676866,1
2.94434667131646,-2.62946040664087,1
4.47370595492662,-0.212981916138594,1
3.88046233290685,0.958702414089837,1
2.38787123455544,2.37336240008873,-1
6.93258315034255,2.99566685414763,1
3.776360964587,1.36814796746241,1
3.10650782593968,0.55331181410344,1
3.18154247707027,0.175793955002093,1
1.10134288305726,3.26766532503841,-1
3.80046401097643,0.899210857537131,1
1.02259093108971,5.98250354792129,-1
2.92441921378282,0.982661023561757,1
2.28522928535821,1.1275805941911,-1
2.28531024717606,1.91954394865621,1
5.61751723717877,2.20366345764578,1
4.1287300147605,1.0768474662557,1
5.19547969667126,1.29149492964181,1
2.94822441791589,0.0487185100443361,1
2.78932077795858,1.22047638715227,1
3.8835419828827,2.20291445926296,1
2.35460834883911,-0.150925748203418,1
4.11434949253014,0.237270208381345,1
4.93652343923083,1.29901530015834,1
3.68066396538339,0.611816381533999,1
2.9763526317978,0.66858430590482,1
1.56505547499368,3.81243385566752,-1
4.39787476219228,1.26434134449295,1
0.613441434110412,6.79164021868981,-1
4.29134157643815,1.76674924732731,1
3.61884214177577,-0.173024473123734,1
4.47005472234916,2.2745189120476,1
5.0534959115514,1.35607045242539,1
5.58793070251247,2.98738413396313,1
3.66666527160857,0.150070472499923,1
4.31387303852651,0.824091849497948,1
4.60520066785442,0.0306785034896104,1
3.63904924239772,2.1707314755869,1
0.115490456483496,4.05813525438883,-1
1.15741380150456,3.47109310223814,-1
4.00366264801262,1.05560978283291,1
2.08438912712868,-1.01528445333379,1
1.05629133645315,4.02696102724978,-1
4.82845138889206,1.95876031629865,1
4.08024471498431,1.50170984876134,1
1.19854091272406,3.23805643539655,-1
3.24796497524572,0.688178772380275,1
5.78234333891239,1.95210906962002,1
0.778659492334966,3.82800309664671,-1
3.45753040404351,0.546864419586475,1
3.06821888281138,1.15590222494999,1
3.99635585253395,1.3328899309696,1
3.96068940811676,2.25462610399668,1
3.70553738074646,0.871834782903491,1
2.18119916405438,0.480697889752147,1
5.32802793051244,0.842635686898086,1
0.777331705835591,5.08018441273228,-1
0.720088422632531,2.98855651765403,-1
4.46279812459351,0.208377352320335,1
4.16327064839597,-0.141778351261739,1
2.95849141605302,0.216609855914238,1
1.61561653090836,2.65861567297765,-1
0.466764912615891,4.34715882010143,-1
4.53282988793787,0.941099849783448,1
1.32638806290095,4.278486702858,-1
0.64102250787282,4.75507801716045,-1
0.960482837146725,4.08244943368706,-1
1.58423153781272,3.16831675957974,-1
3.800422668905,1.36672614648974,1
4.23382752360016,0.869366400753794,1
-0.158370617701458,3.96446785755812,-1
5.18801896501635,0.0626490892967406,1
4.74569537038235,0.30700671327171,1
3.44636878783202,-0.0833678270736509,1
4.69775224305257,2.39713221496733,1
3.68420889805668,0.734624937646035,1
4.55906555791224,0.957751977530957,1
4.17992412794888,1.43094844373977,1
1.70837961179468,0.321574924829385,1
2.87516673760404,-0.597305464033868,1
4.92183661185022,0.974784315424382,1
1.13942462056839,2.35201525182826,-1
6.12429960755798,1.62427343196617,1
3.63169343335172,0.65081510512495,1
4.46895470774332,0.870935683508313,1
2.72960222553312,-0.49138330853912,1
5.0693159433304,1.88582000975519,1
4.25705097803008,2.69015100116622,1
2.31684092340006,3.49729649757112,-1
5.20256781159708,1.26880524367833,1
4.40525769200636,1.75593604043163,1
1.57477809973293,-0.310460646947019,1
4.34932991347137,1.35434479774151,1
1.66753782604059,3.88471506894185,-1
4.27552303467267,1.68993956893267,1
1.62341237786479,4.74652572846247,-1
4.49784011815456,1.84609557324249,1
1.06965995529377,4.86227189955426,-1
5.25216540101815,2.26394782148799,1
5.32165420504053,2.21278394050157,1
4.16610607309391,1.28731969863393,1
4.48027246662012,1.39627000001409,1
2.36859209696829,3.60825779096259,-1
1.09636832652321,3.90590541270383,-1
5.17254282663764,1.34724833954041,1
2.26189587436355,2.49848092333854,-1
3.39755048817082,1.50331972249986,1
2.64243579371936,0.0833581373830126,1
3.99089729546338,0.598426003358916,1
0.458560370364034,4.61636272515994,-1
2.4081300049385,2.16184371732623,-1
3.78109105660715,-0.0296878683771249,1
1.22441122398187,3.7061025289524,-1
1.84025610155702,-1.53924930073256,1
1.24078441260038,3.97746285659995,-1
5.06720674629307,2.10721659828203,1
0.251365140571197,4.20093346668664,-1
1.2021261777094,4.62413231688584,-1
4.41449172926063,1.91937334088416,1
3.15996133977601,0.162423233711794,1
2.13171524893252,3.09717466491465,-1
5.56494304739643,1.08503312958673,1
1.69765313334075,5.51527765966698,-1
5.02750970426597,1.17925798359914,1
6.08661540849128,4.27111939260845,1
1.11940461459097,2.6572189632173,-1
0.327185634194178,5.6530759817417,-1
1.66905533796427,-0.00223858019162182,1
